App,Test,Name,PO?,Group,Lab,Exp,Time,LOC,PO Time,# Test Cases Implemented,% over all,Total Time,Total Time h,Time 1x,Time 10x,Time 10000x
Addressbook,Addressbook13,student_20,PO-Yes,B-AddressbookPO,second-day,phd,"0,000","54,000","5484,000","13,000","65,000","11406,000","3,168","0,000","0,000","0,000"
Addressbook,Addressbook13,student_21,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","65,000","4932,000","5,000","25,000","7652,000","2,126","0,000","0,000","0,000"
Addressbook,Addressbook13,student_24,PO-Yes,B-AddressbookPO,second-day,phd,"102,000","0,000","3754,000","20,000","100,000","10914,000","3,032","289,700","120,770","102,019"
Addressbook,Addressbook13,student_25,PO-Yes,B-AddressbookPO,second-day,phd,"383,000","28,000","7650,000","19,000","95,000","11633,000","3,231","785,632","423,263","383,040"
Addressbook,Addressbook13,student_26,PO-Yes,B-AddressbookPO,second-day,phd,"171,000","34,000","8551,000","15,000","75,000","13810,000","3,836","741,067","228,007","171,057"
Addressbook,Addressbook13,student_29,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","0,000","4713,000","5,000","25,000","7473,000","2,076","0,000","0,000","0,000"
Addressbook,Addressbook13,student_30,PO-Yes,B-AddressbookPO,second-day,phd,"459,000","46,000","2904,000","20,000","100,000","8100,000","2,250","604,200","473,520","459,015"
Addressbook,Addressbook13,student_32,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","30,000","7401,000","8,000","40,000","10965,000","3,046","0,000","0,000","0,000"
Addressbook,Addressbook13,student_34,PO-Yes,B-AddressbookPO,second-day,phd,"371,000","42,000","5940,000","20,000","100,000","11389,000","3,164","668,000","400,700","371,030"
Addressbook,Addressbook14,student_0,PO-No,C-Addressbook,first-day,msc-x,"0,000","0,000","0,000","5,000","25,000","3611,000","1,003","0,000","0,000","0,000"
Addressbook,Addressbook14,student_1,PO-No,C-Addressbook,first-day,msc-x,"186,000","27,000","0,000","16,000","80,000","5410,000","1,503","186,000","186,000","186,000"
Addressbook,Addressbook14,student_4,PO-No,A-Addressbook,second-day,msc-x,"0,000","0,000","0,000","11,000","55,000","3348,000","0,930","0,000","0,000","0,000"
Addressbook,Addressbook14,student_5,PO-No,A-Addressbook,second-day,msc-x,"55,000","0,000","0,000","19,000","95,000","5350,000","1,486","55,000","55,000","55,000"
Addressbook,Addressbook14,student_7,PO-No,A-Addressbook,second-day,msc-x,"0,000","38,000","0,000","10,000","50,000","3835,000","1,065","0,000","0,000","0,000"
Addressbook,Addressbook14,student_8,PO-No,C-Addressbook,first-day,msc-x,"0,000","16,000","0,000","11,000","55,000","5048,000","1,402","0,000","0,000","0,000"
Addressbook,Addressbook14,student_9,PO-No,C-Addressbook,first-day,msc-y,"0,000","0,000","0,000","10,000","50,000","4522,000","1,256","0,000","0,000","0,000"
Addressbook,Addressbook14,student_10,PO-No,A-Addressbook,second-day,msc-y,"166,000","0,000","0,000","18,000","90,000","9098,000","2,527","166,000","166,000","166,000"
Addressbook,Addressbook14,student_11,PO-No,C-Addressbook,first-day,msc-y,"0,000","0,000","0,000","7,000","35,000","6537,000","1,816","0,000","0,000","0,000"
Addressbook,Addressbook14,student_13,PO-No,A-Addressbook,second-day,msc-y,"0,000","41,000","0,000","12,000","60,000","12749,000","3,541","0,000","0,000","0,000"
Addressbook,Addressbook14,student_15,PO-No,C-Addressbook,first-day,msc-y,"0,000","35,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000"
Addressbook,Addressbook14,student_17,PO-No,A-Addressbook,second-day,msc-y,"355,000","0,000","0,000","13,000","65,000","8930,000","2,481","355,000","355,000","355,000"
Addressbook,Addressbook14,student_19,PO-No,C-Addressbook,first-day,phd,"0,000","0,000","0,000","10,000","50,000","7770,000","2,158","0,000","0,000","0,000"
Addressbook,Addressbook14,student_22,PO-No,C-Addressbook,first-day,phd,"88,000","0,000","0,000","16,000","80,000","5417,000","1,505","88,000","88,000","88,000"
Addressbook,Addressbook14,student_23,PO-No,C-Addressbook,first-day,phd,"0,000","12,000","0,000","10,000","50,000","8221,000","2,284","0,000","0,000","0,000"
Addressbook,Addressbook14,student_27,PO-No,A-Addressbook,second-day,phd,"0,000","0,000","0,000","12,000","60,000","4926,000","1,368","0,000","0,000","0,000"
Addressbook,Addressbook14,student_28,PO-No,A-Addressbook,second-day,phd,"151,000","0,000","0,000","20,000","100,000","10966,000","3,046","151,000","151,000","151,000"
Addressbook,Addressbook14,student_31,PO-No,A-Addressbook,second-day,phd,"0,000","48,000","0,000","12,000","60,000","6041,000","1,678","0,000","0,000","0,000"
Addressbook,Addressbook14,student_33,PO-No,A-Addressbook,second-day,phd,"294,000","30,000","0,000","18,000","90,000","10641,000","2,956","294,000","294,000","294,000"
Addressbook,Addressbook14,student_35,PO-No,A-Addressbook,second-day,phd,"293,000","0,000","0,000","17,000","85,000","8069,000","2,241","293,000","293,000","293,000"
Addressbook,Addressbook14,student_2,PO-Yes,B-AddressbookPO,second-day,msc-x,"0,000","12,000","4201,000","5,000","25,000","6251,000","1,736","0,000","0,000","0,000"
Addressbook,Addressbook14,student_3,PO-Yes,B-AddressbookPO,second-day,msc-x,"0,000","0,000","3636,000","9,000","45,000","6265,000","1,740","0,000","0,000","0,000"
Addressbook,Addressbook14,student_6,PO-Yes,D-AddressbookPO,first-day,msc-x,"0,000","10,000","2933,000","10,000","50,000","6454,000","1,793","0,000","0,000","0,000"
Addressbook,Addressbook14,student_12,PO-Yes,D-AddressbookPO,first-day,msc-y,"0,000","0,000","5238,000","4,000","20,000","7407,000","2,058","0,000","0,000","0,000"
Addressbook,Addressbook14,student_14,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","20,000","5651,000","4,000","20,000","6522,000","1,812","0,000","0,000","0,000"
Addressbook,Addressbook14,student_16,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","9,000","5868,000","4,000","20,000","7071,000","1,964","0,000","0,000","0,000"
Addressbook,Addressbook14,student_18,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","19,000","4286,000","15,000","75,000","9914,000","2,754","0,000","0,000","0,000"
Addressbook,Addressbook14,student_20,PO-Yes,B-AddressbookPO,second-day,phd,"0,000","54,000","5484,000","13,000","65,000","11406,000","3,168","0,000","0,000","0,000"
Addressbook,Addressbook14,student_21,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","65,000","4932,000","5,000","25,000","7652,000","2,126","0,000","0,000","0,000"
Addressbook,Addressbook14,student_24,PO-Yes,B-AddressbookPO,second-day,phd,"94,000","0,000","3754,000","20,000","100,000","10914,000","3,032","281,700","112,770","94,019"
Addressbook,Addressbook14,student_25,PO-Yes,B-AddressbookPO,second-day,phd,"112,000","28,000","7650,000","19,000","95,000","11633,000","3,231","514,632","152,263","112,040"
Addressbook,Addressbook14,student_26,PO-Yes,B-AddressbookPO,second-day,phd,"265,000","34,000","8551,000","15,000","75,000","13810,000","3,836","835,067","322,007","265,057"
Addressbook,Addressbook14,student_29,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","12,000","4713,000","5,000","25,000","7473,000","2,076","0,000","0,000","0,000"
Addressbook,Addressbook14,student_30,PO-Yes,B-AddressbookPO,second-day,phd,"107,000","42,000","2904,000","20,000","100,000","8100,000","2,250","252,200","121,520","107,015"
Addressbook,Addressbook14,student_32,PO-Yes,D-AddressbookPO,first-day,phd,"175,000","30,000","7401,000","8,000","40,000","10965,000","3,046","1100,125","267,513","175,093"
Addressbook,Addressbook14,student_34,PO-Yes,B-AddressbookPO,second-day,phd,"86,000","42,000","5940,000","20,000","100,000","11389,000","3,164","383,000","115,700","86,030"
Addressbook,Addressbook15,student_0,PO-No,C-Addressbook,first-day,msc-x,"0,000","0,000","0,000","5,000","25,000","3611,000","1,003","0,000","0,000","0,000"
Addressbook,Addressbook15,student_1,PO-No,C-Addressbook,first-day,msc-x,"362,000","27,000","0,000","16,000","80,000","5410,000","1,503","362,000","362,000","362,000"
Addressbook,Addressbook15,student_4,PO-No,A-Addressbook,second-day,msc-x,"0,000","0,000","0,000","11,000","55,000","3348,000","0,930","0,000","0,000","0,000"
Addressbook,Addressbook15,student_5,PO-No,A-Addressbook,second-day,msc-x,"115,000","0,000","0,000","19,000","95,000","5350,000","1,486","115,000","115,000","115,000"
Addressbook,Addressbook15,student_7,PO-No,A-Addressbook,second-day,msc-x,"0,000","38,000","0,000","10,000","50,000","3835,000","1,065","0,000","0,000","0,000"
Addressbook,Addressbook15,student_8,PO-No,C-Addressbook,first-day,msc-x,"0,000","16,000","0,000","11,000","55,000","5048,000","1,402","0,000","0,000","0,000"
Addressbook,Addressbook15,student_9,PO-No,C-Addressbook,first-day,msc-y,"0,000","0,000","0,000","10,000","50,000","4522,000","1,256","0,000","0,000","0,000"
Addressbook,Addressbook15,student_10,PO-No,A-Addressbook,second-day,msc-y,"287,000","0,000","0,000","18,000","90,000","9098,000","2,527","287,000","287,000","287,000"
Addressbook,Addressbook15,student_11,PO-No,C-Addressbook,first-day,msc-y,"0,000","25,000","0,000","7,000","35,000","6537,000","1,816","0,000","0,000","0,000"
Addressbook,Addressbook15,student_13,PO-No,A-Addressbook,second-day,msc-y,"0,000","41,000","0,000","12,000","60,000","12749,000","3,541","0,000","0,000","0,000"
Addressbook,Addressbook15,student_15,PO-No,C-Addressbook,first-day,msc-y,"0,000","35,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000"
Addressbook,Addressbook15,student_17,PO-No,A-Addressbook,second-day,msc-y,"0,000","0,000","0,000","13,000","65,000","8930,000","2,481","0,000","0,000","0,000"
Addressbook,Addressbook15,student_19,PO-No,C-Addressbook,first-day,phd,"0,000","0,000","0,000","10,000","50,000","7770,000","2,158","0,000","0,000","0,000"
Addressbook,Addressbook15,student_22,PO-No,C-Addressbook,first-day,phd,"56,000","0,000","0,000","16,000","80,000","5417,000","1,505","56,000","56,000","56,000"
Addressbook,Addressbook15,student_23,PO-No,C-Addressbook,first-day,phd,"0,000","12,000","0,000","10,000","50,000","8221,000","2,284","0,000","0,000","0,000"
Addressbook,Addressbook15,student_27,PO-No,A-Addressbook,second-day,phd,"0,000","0,000","0,000","12,000","60,000","4926,000","1,368","0,000","0,000","0,000"
Addressbook,Addressbook15,student_28,PO-No,A-Addressbook,second-day,phd,"938,000","0,000","0,000","20,000","100,000","10966,000","3,046","938,000","938,000","938,000"
Addressbook,Addressbook15,student_31,PO-No,A-Addressbook,second-day,phd,"375,000","48,000","0,000","12,000","60,000","6041,000","1,678","375,000","375,000","375,000"
Addressbook,Addressbook15,student_33,PO-No,A-Addressbook,second-day,phd,"424,000","30,000","0,000","18,000","90,000","10641,000","2,956","424,000","424,000","424,000"
Addressbook,Addressbook15,student_35,PO-No,A-Addressbook,second-day,phd,"0,000","0,000","0,000","17,000","85,000","8069,000","2,241","0,000","0,000","0,000"
Addressbook,Addressbook15,student_2,PO-Yes,B-AddressbookPO,second-day,msc-x,"0,000","12,000","4201,000","5,000","25,000","6251,000","1,736","0,000","0,000","0,000"
Addressbook,Addressbook15,student_3,PO-Yes,B-AddressbookPO,second-day,msc-x,"0,000","0,000","3636,000","9,000","45,000","6265,000","1,740","0,000","0,000","0,000"
Addressbook,Addressbook15,student_6,PO-Yes,D-AddressbookPO,first-day,msc-x,"0,000","10,000","2933,000","10,000","50,000","6454,000","1,793","0,000","0,000","0,000"
Addressbook,Addressbook15,student_12,PO-Yes,D-AddressbookPO,first-day,msc-y,"0,000","0,000","5238,000","4,000","20,000","7407,000","2,058","0,000","0,000","0,000"
Addressbook,Addressbook15,student_14,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","20,000","5651,000","4,000","20,000","6522,000","1,812","0,000","0,000","0,000"
Addressbook,Addressbook15,student_16,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","9,000","5868,000","4,000","20,000","7071,000","1,964","0,000","0,000","0,000"
Addressbook,Addressbook15,student_18,PO-Yes,B-AddressbookPO,second-day,msc-y,"139,000","19,000","4286,000","15,000","75,000","9914,000","2,754","424,733","167,573","139,029"
Addressbook,Addressbook15,student_20,PO-Yes,B-AddressbookPO,second-day,phd,"0,000","54,000","5484,000","13,000","65,000","11406,000","3,168","0,000","0,000","0,000"
Addressbook,Addressbook15,student_21,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","65,000","4932,000","5,000","25,000","7652,000","2,126","0,000","0,000","0,000"
Addressbook,Addressbook15,student_24,PO-Yes,B-AddressbookPO,second-day,phd,"132,000","0,000","3754,000","20,000","100,000","10914,000","3,032","319,700","150,770","132,019"
Addressbook,Addressbook15,student_25,PO-Yes,B-AddressbookPO,second-day,phd,"146,000","28,000","7650,000","19,000","95,000","11633,000","3,231","548,632","186,263","146,040"
Addressbook,Addressbook15,student_26,PO-Yes,B-AddressbookPO,second-day,phd,"147,000","34,000","8551,000","15,000","75,000","13810,000","3,836","717,067","204,007","147,057"
Addressbook,Addressbook15,student_29,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","0,000","4713,000","5,000","25,000","7473,000","2,076","0,000","0,000","0,000"
Addressbook,Addressbook15,student_30,PO-Yes,B-AddressbookPO,second-day,phd,"95,000","42,000","2904,000","20,000","100,000","8100,000","2,250","240,200","109,520","95,015"
Addressbook,Addressbook15,student_32,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","30,000","7401,000","8,000","40,000","10965,000","3,046","0,000","0,000","0,000"
Addressbook,Addressbook15,student_34,PO-Yes,B-AddressbookPO,second-day,phd,"29,000","42,000","5940,000","20,000","100,000","11389,000","3,164","326,000","58,700","29,030"
Addressbook,Addressbook16,student_0,PO-No,C-Addressbook,first-day,msc-x,"0,000","0,000","0,000","5,000","25,000","3611,000","1,003","0,000","0,000","0,000"
Addressbook,Addressbook16,student_1,PO-No,C-Addressbook,first-day,msc-x,"237,000","23,000","0,000","16,000","80,000","5410,000","1,503","237,000","237,000","237,000"
Addressbook,Addressbook16,student_4,PO-No,A-Addressbook,second-day,msc-x,"0,000","0,000","0,000","11,000","55,000","3348,000","0,930","0,000","0,000","0,000"
Addressbook,Addressbook16,student_5,PO-No,A-Addressbook,second-day,msc-x,"28,000","0,000","0,000","19,000","95,000","5350,000","1,486","28,000","28,000","28,000"
Addressbook,Addressbook16,student_7,PO-No,A-Addressbook,second-day,msc-x,"0,000","0,000","0,000","10,000","50,000","3835,000","1,065","0,000","0,000","0,000"
Addressbook,Addressbook16,student_8,PO-No,C-Addressbook,first-day,msc-x,"0,000","13,000","0,000","11,000","55,000","5048,000","1,402","0,000","0,000","0,000"
Addressbook,Addressbook16,student_9,PO-No,C-Addressbook,first-day,msc-y,"0,000","0,000","0,000","10,000","50,000","4522,000","1,256","0,000","0,000","0,000"
Addressbook,Addressbook16,student_10,PO-No,A-Addressbook,second-day,msc-y,"0,000","0,000","0,000","18,000","90,000","9098,000","2,527","0,000","0,000","0,000"
Addressbook,Addressbook16,student_11,PO-No,C-Addressbook,first-day,msc-y,"0,000","0,000","0,000","7,000","35,000","6537,000","1,816","0,000","0,000","0,000"
Addressbook,Addressbook16,student_13,PO-No,A-Addressbook,second-day,msc-y,"877,000","36,000","0,000","12,000","60,000","12749,000","3,541","877,000","877,000","877,000"
Addressbook,Addressbook16,student_15,PO-No,C-Addressbook,first-day,msc-y,"0,000","10,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000"
Addressbook,Addressbook16,student_17,PO-No,A-Addressbook,second-day,msc-y,"995,000","0,000","0,000","13,000","65,000","8930,000","2,481","995,000","995,000","995,000"
Addressbook,Addressbook16,student_19,PO-No,C-Addressbook,first-day,phd,"0,000","0,000","0,000","10,000","50,000","7770,000","2,158","0,000","0,000","0,000"
Addressbook,Addressbook16,student_22,PO-No,C-Addressbook,first-day,phd,"253,000","42,000","0,000","16,000","80,000","5417,000","1,505","253,000","253,000","253,000"
Addressbook,Addressbook16,student_23,PO-No,C-Addressbook,first-day,phd,"0,000","0,000","0,000","10,000","50,000","8221,000","2,284","0,000","0,000","0,000"
Addressbook,Addressbook16,student_27,PO-No,A-Addressbook,second-day,phd,"0,000","0,000","0,000","12,000","60,000","4926,000","1,368","0,000","0,000","0,000"
Addressbook,Addressbook16,student_28,PO-No,A-Addressbook,second-day,phd,"403,000","0,000","0,000","20,000","100,000","10966,000","3,046","403,000","403,000","403,000"
Addressbook,Addressbook16,student_31,PO-No,A-Addressbook,second-day,phd,"943,000","61,000","0,000","12,000","60,000","6041,000","1,678","943,000","943,000","943,000"
Addressbook,Addressbook16,student_33,PO-No,A-Addressbook,second-day,phd,"839,000","23,000","0,000","18,000","90,000","10641,000","2,956","839,000","839,000","839,000"
Addressbook,Addressbook16,student_35,PO-No,A-Addressbook,second-day,phd,"781,000","0,000","0,000","17,000","85,000","8069,000","2,241","781,000","781,000","781,000"
Addressbook,Addressbook16,student_2,PO-Yes,B-AddressbookPO,second-day,msc-x,"0,000","9,000","4201,000","5,000","25,000","6251,000","1,736","0,000","0,000","0,000"
Addressbook,Addressbook16,student_3,PO-Yes,B-AddressbookPO,second-day,msc-x,"0,000","0,000","3636,000","9,000","45,000","6265,000","1,740","0,000","0,000","0,000"
Addressbook,Addressbook16,student_6,PO-Yes,D-AddressbookPO,first-day,msc-x,"0,000","5,000","2933,000","10,000","50,000","6454,000","1,793","0,000","0,000","0,000"
Addressbook,Addressbook16,student_12,PO-Yes,D-AddressbookPO,first-day,msc-y,"0,000","0,000","5238,000","4,000","20,000","7407,000","2,058","0,000","0,000","0,000"
Addressbook,Addressbook16,student_14,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","19,000","5651,000","4,000","20,000","6522,000","1,812","0,000","0,000","0,000"
