App,Test,Name,PO?,Group,Lab,Exp,Time,LOC,PO Time,# Test Cases Implemented,% over all,Total Time,Total Time h,Time 1x,Time 10x,Time 10000x
Addressbook,Addressbook9,student_7,PO-No,A-Addressbook,second-day,msc-x,"142,000","37,000","0,000","10,000","50,000","3835,000","1,065","142,000","142,000","142,000"
Addressbook,Addressbook9,student_8,PO-No,C-Addressbook,first-day,msc-x,"224,000","8,000","0,000","11,000","55,000","5048,000","1,402","224,000","224,000","224,000"
Addressbook,Addressbook9,student_9,PO-No,C-Addressbook,first-day,msc-y,"57,000","30,000","0,000","10,000","50,000","4522,000","1,256","57,000","57,000","57,000"
Addressbook,Addressbook9,student_10,PO-No,A-Addressbook,second-day,msc-y,"230,000","36,000","0,000","18,000","90,000","9098,000","2,527","230,000","230,000","230,000"
Addressbook,Addressbook9,student_11,PO-No,C-Addressbook,first-day,msc-y,"273,000","20,000","0,000","7,000","35,000","6537,000","1,816","273,000","273,000","273,000"
Addressbook,Addressbook9,student_13,PO-No,A-Addressbook,second-day,msc-y,"0,000","35,000","0,000","12,000","60,000","12749,000","3,541","0,000","0,000","0,000"
Addressbook,Addressbook9,student_15,PO-No,C-Addressbook,first-day,msc-y,"0,000","28,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000"
Addressbook,Addressbook9,student_17,PO-No,A-Addressbook,second-day,msc-y,"90,000","30,000","0,000","13,000","65,000","8930,000","2,481","90,000","90,000","90,000"
Addressbook,Addressbook9,student_19,PO-No,C-Addressbook,first-day,phd,"83,000","0,000","0,000","10,000","50,000","7770,000","2,158","83,000","83,000","83,000"
Addressbook,Addressbook9,student_22,PO-No,C-Addressbook,first-day,phd,"297,000","0,000","0,000","16,000","80,000","5417,000","1,505","297,000","297,000","297,000"
Addressbook,Addressbook9,student_23,PO-No,C-Addressbook,first-day,phd,"149,000","8,000","0,000","10,000","50,000","8221,000","2,284","149,000","149,000","149,000"
Addressbook,Addressbook9,student_27,PO-No,A-Addressbook,second-day,phd,"188,000","0,000","0,000","12,000","60,000","4926,000","1,368","188,000","188,000","188,000"
Addressbook,Addressbook9,student_28,PO-No,A-Addressbook,second-day,phd,"84,000","22,000","0,000","20,000","100,000","10966,000","3,046","84,000","84,000","84,000"
Addressbook,Addressbook9,student_31,PO-No,A-Addressbook,second-day,phd,"100,000","38,000","0,000","12,000","60,000","6041,000","1,678","100,000","100,000","100,000"
Addressbook,Addressbook9,student_33,PO-No,A-Addressbook,second-day,phd,"255,000","25,000","0,000","18,000","90,000","10641,000","2,956","255,000","255,000","255,000"
Addressbook,Addressbook9,student_35,PO-No,A-Addressbook,second-day,phd,"131,000","59,000","0,000","17,000","85,000","8069,000","2,241","131,000","131,000","131,000"
Addressbook,Addressbook9,student_2,PO-Yes,B-AddressbookPO,second-day,msc-x,"0,000","13,000","4201,000","5,000","25,000","6251,000","1,736","0,000","0,000","0,000"
Addressbook,Addressbook9,student_3,PO-Yes,B-AddressbookPO,second-day,msc-x,"111,000","0,000","3636,000","9,000","45,000","6265,000","1,740","515,000","151,400","111,040"
Addressbook,Addressbook9,student_6,PO-Yes,D-AddressbookPO,first-day,msc-x,"168,000","19,000","2933,000","10,000","50,000","6454,000","1,793","461,300","197,330","168,029"
Addressbook,Addressbook9,student_12,PO-Yes,D-AddressbookPO,first-day,msc-y,"0,000","46,000","5238,000","4,000","20,000","7407,000","2,058","0,000","0,000","0,000"
Addressbook,Addressbook9,student_14,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","18,000","5651,000","4,000","20,000","6522,000","1,812","0,000","0,000","0,000"
Addressbook,Addressbook9,student_16,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","9,000","5868,000","4,000","20,000","7071,000","1,964","0,000","0,000","0,000"
Addressbook,Addressbook9,student_18,PO-Yes,B-AddressbookPO,second-day,msc-y,"65,000","15,000","4286,000","15,000","75,000","9914,000","2,754","350,733","93,573","65,029"
Addressbook,Addressbook9,student_20,PO-Yes,B-AddressbookPO,second-day,phd,"52,000","47,000","5484,000","13,000","65,000","11406,000","3,168","473,846","94,185","52,042"
Addressbook,Addressbook9,student_21,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","48,000","4932,000","5,000","25,000","7652,000","2,126","0,000","0,000","0,000"
Addressbook,Addressbook9,student_24,PO-Yes,B-AddressbookPO,second-day,phd,"125,000","0,000","3754,000","20,000","100,000","10914,000","3,032","312,700","143,770","125,019"
Addressbook,Addressbook9,student_25,PO-Yes,B-AddressbookPO,second-day,phd,"106,000","27,000","7650,000","19,000","95,000","11633,000","3,231","508,632","146,263","106,040"
Addressbook,Addressbook9,student_26,PO-Yes,B-AddressbookPO,second-day,phd,"104,000","26,000","8551,000","15,000","75,000","13810,000","3,836","674,067","161,007","104,057"
Addressbook,Addressbook9,student_29,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","10,000","4713,000","5,000","25,000","7473,000","2,076","0,000","0,000","0,000"
Addressbook,Addressbook9,student_30,PO-Yes,B-AddressbookPO,second-day,phd,"81,000","35,000","2904,000","20,000","100,000","8100,000","2,250","226,200","95,520","81,015"
Addressbook,Addressbook9,student_32,PO-Yes,D-AddressbookPO,first-day,phd,"45,000","22,000","7401,000","8,000","40,000","10965,000","3,046","970,125","137,513","45,093"
Addressbook,Addressbook9,student_34,PO-Yes,B-AddressbookPO,second-day,phd,"324,000","32,000","5940,000","20,000","100,000","11389,000","3,164","621,000","353,700","324,030"
Addressbook,Addressbook10,student_0,PO-No,C-Addressbook,first-day,msc-x,"0,000","0,000","0,000","5,000","25,000","3611,000","1,003","0,000","0,000","0,000"
Addressbook,Addressbook10,student_1,PO-No,C-Addressbook,first-day,msc-x,"314,000","17,000","0,000","16,000","80,000","5410,000","1,503","314,000","314,000","314,000"
Addressbook,Addressbook10,student_4,PO-No,A-Addressbook,second-day,msc-x,"166,000","0,000","0,000","11,000","55,000","3348,000","0,930","166,000","166,000","166,000"
Addressbook,Addressbook10,student_5,PO-No,A-Addressbook,second-day,msc-x,"69,000","11,000","0,000","19,000","95,000","5350,000","1,486","69,000","69,000","69,000"
Addressbook,Addressbook10,student_7,PO-No,A-Addressbook,second-day,msc-x,"241,000","37,000","0,000","10,000","50,000","3835,000","1,065","241,000","241,000","241,000"
Addressbook,Addressbook10,student_8,PO-No,C-Addressbook,first-day,msc-x,"144,000","8,000","0,000","11,000","55,000","5048,000","1,402","144,000","144,000","144,000"
Addressbook,Addressbook10,student_9,PO-No,C-Addressbook,first-day,msc-y,"129,000","30,000","0,000","10,000","50,000","4522,000","1,256","129,000","129,000","129,000"
Addressbook,Addressbook10,student_10,PO-No,A-Addressbook,second-day,msc-y,"349,000","35,000","0,000","18,000","90,000","9098,000","2,527","349,000","349,000","349,000"
Addressbook,Addressbook10,student_11,PO-No,C-Addressbook,first-day,msc-y,"297,000","20,000","0,000","7,000","35,000","6537,000","1,816","297,000","297,000","297,000"
Addressbook,Addressbook10,student_13,PO-No,A-Addressbook,second-day,msc-y,"0,000","35,000","0,000","12,000","60,000","12749,000","3,541","0,000","0,000","0,000"
Addressbook,Addressbook10,student_15,PO-No,C-Addressbook,first-day,msc-y,"0,000","27,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000"
Addressbook,Addressbook10,student_17,PO-No,A-Addressbook,second-day,msc-y,"109,000","30,000","0,000","13,000","65,000","8930,000","2,481","109,000","109,000","109,000"
Addressbook,Addressbook10,student_19,PO-No,C-Addressbook,first-day,phd,"317,000","0,000","0,000","10,000","50,000","7770,000","2,158","317,000","317,000","317,000"
Addressbook,Addressbook10,student_22,PO-No,C-Addressbook,first-day,phd,"80,000","0,000","0,000","16,000","80,000","5417,000","1,505","80,000","80,000","80,000"
Addressbook,Addressbook10,student_23,PO-No,C-Addressbook,first-day,phd,"242,000","8,000","0,000","10,000","50,000","8221,000","2,284","242,000","242,000","242,000"
Addressbook,Addressbook10,student_27,PO-No,A-Addressbook,second-day,phd,"234,000","0,000","0,000","12,000","60,000","4926,000","1,368","234,000","234,000","234,000"
Addressbook,Addressbook10,student_28,PO-No,A-Addressbook,second-day,phd,"122,000","22,000","0,000","20,000","100,000","10966,000","3,046","122,000","122,000","122,000"
Addressbook,Addressbook10,student_31,PO-No,A-Addressbook,second-day,phd,"87,000","38,000","0,000","12,000","60,000","6041,000","1,678","87,000","87,000","87,000"
Addressbook,Addressbook10,student_33,PO-No,A-Addressbook,second-day,phd,"775,000","25,000","0,000","18,000","90,000","10641,000","2,956","775,000","775,000","775,000"
Addressbook,Addressbook10,student_35,PO-No,A-Addressbook,second-day,phd,"251,000","59,000","0,000","17,000","85,000","8069,000","2,241","251,000","251,000","251,000"
Addressbook,Addressbook10,student_2,PO-Yes,B-AddressbookPO,second-day,msc-x,"0,000","13,000","4201,000","5,000","25,000","6251,000","1,736","0,000","0,000","0,000"
Addressbook,Addressbook10,student_3,PO-Yes,B-AddressbookPO,second-day,msc-x,"0,000","0,000","3636,000","9,000","45,000","6265,000","1,740","0,000","0,000","0,000"
Addressbook,Addressbook10,student_6,PO-Yes,D-AddressbookPO,first-day,msc-x,"198,000","19,000","2933,000","10,000","50,000","6454,000","1,793","491,300","227,330","198,029"
Addressbook,Addressbook10,student_12,PO-Yes,D-AddressbookPO,first-day,msc-y,"0,000","46,000","5238,000","4,000","20,000","7407,000","2,058","0,000","0,000","0,000"
Addressbook,Addressbook10,student_14,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","18,000","5651,000","4,000","20,000","6522,000","1,812","0,000","0,000","0,000"
Addressbook,Addressbook10,student_16,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","9,000","5868,000","4,000","20,000","7071,000","1,964","0,000","0,000","0,000"
Addressbook,Addressbook10,student_18,PO-Yes,B-AddressbookPO,second-day,msc-y,"97,000","15,000","4286,000","15,000","75,000","9914,000","2,754","382,733","125,573","97,029"
Addressbook,Addressbook10,student_20,PO-Yes,B-AddressbookPO,second-day,phd,"97,000","50,000","5484,000","13,000","65,000","11406,000","3,168","518,846","139,185","97,042"
Addressbook,Addressbook10,student_21,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","48,000","4932,000","5,000","25,000","7652,000","2,126","0,000","0,000","0,000"
Addressbook,Addressbook10,student_24,PO-Yes,B-AddressbookPO,second-day,phd,"120,000","0,000","3754,000","20,000","100,000","10914,000","3,032","307,700","138,770","120,019"
Addressbook,Addressbook10,student_25,PO-Yes,B-AddressbookPO,second-day,phd,"126,000","28,000","7650,000","19,000","95,000","11633,000","3,231","528,632","166,263","126,040"
Addressbook,Addressbook10,student_26,PO-Yes,B-AddressbookPO,second-day,phd,"148,000","25,000","8551,000","15,000","75,000","13810,000","3,836","718,067","205,007","148,057"
Addressbook,Addressbook10,student_29,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","10,000","4713,000","5,000","25,000","7473,000","2,076","0,000","0,000","0,000"
Addressbook,Addressbook10,student_30,PO-Yes,B-AddressbookPO,second-day,phd,"155,000","35,000","2904,000","20,000","100,000","8100,000","2,250","300,200","169,520","155,015"
Addressbook,Addressbook10,student_32,PO-Yes,D-AddressbookPO,first-day,phd,"91,000","22,000","7401,000","8,000","40,000","10965,000","3,046","1016,125","183,513","91,093"
Addressbook,Addressbook10,student_34,PO-Yes,B-AddressbookPO,second-day,phd,"62,000","34,000","5940,000","20,000","100,000","11389,000","3,164","359,000","91,700","62,030"
Addressbook,Addressbook11,student_0,PO-No,C-Addressbook,first-day,msc-x,"0,000","0,000","0,000","5,000","25,000","3611,000","1,003","0,000","0,000","0,000"
Addressbook,Addressbook11,student_1,PO-No,C-Addressbook,first-day,msc-x,"203,000","27,000","0,000","16,000","80,000","5410,000","1,503","203,000","203,000","203,000"
Addressbook,Addressbook11,student_4,PO-No,A-Addressbook,second-day,msc-x,"237,000","0,000","0,000","11,000","55,000","3348,000","0,930","237,000","237,000","237,000"
Addressbook,Addressbook11,student_5,PO-No,A-Addressbook,second-day,msc-x,"90,000","0,000","0,000","19,000","95,000","5350,000","1,486","90,000","90,000","90,000"
Addressbook,Addressbook11,student_7,PO-No,A-Addressbook,second-day,msc-x,"0,000","38,000","0,000","10,000","50,000","3835,000","1,065","0,000","0,000","0,000"
Addressbook,Addressbook11,student_8,PO-No,C-Addressbook,first-day,msc-x,"0,000","16,000","0,000","11,000","55,000","5048,000","1,402","0,000","0,000","0,000"
Addressbook,Addressbook11,student_9,PO-No,C-Addressbook,first-day,msc-y,"0,000","0,000","0,000","10,000","50,000","4522,000","1,256","0,000","0,000","0,000"
Addressbook,Addressbook11,student_10,PO-No,A-Addressbook,second-day,msc-y,"130,000","0,000","0,000","18,000","90,000","9098,000","2,527","130,000","130,000","130,000"
Addressbook,Addressbook11,student_11,PO-No,C-Addressbook,first-day,msc-y,"0,000","0,000","0,000","7,000","35,000","6537,000","1,816","0,000","0,000","0,000"
Addressbook,Addressbook11,student_13,PO-No,A-Addressbook,second-day,msc-y,"0,000","41,000","0,000","12,000","60,000","12749,000","3,541","0,000","0,000","0,000"
Addressbook,Addressbook11,student_15,PO-No,C-Addressbook,first-day,msc-y,"0,000","35,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000"
Addressbook,Addressbook11,student_17,PO-No,A-Addressbook,second-day,msc-y,"0,000","0,000","0,000","13,000","65,000","8930,000","2,481","0,000","0,000","0,000"
Addressbook,Addressbook11,student_19,PO-No,C-Addressbook,first-day,phd,"0,000","0,000","0,000","10,000","50,000","7770,000","2,158","0,000","0,000","0,000"
Addressbook,Addressbook11,student_22,PO-No,C-Addressbook,first-day,phd,"29,000","0,000","0,000","16,000","80,000","5417,000","1,505","29,000","29,000","29,000"
Addressbook,Addressbook11,student_23,PO-No,C-Addressbook,first-day,phd,"0,000","11,000","0,000","10,000","50,000","8221,000","2,284","0,000","0,000","0,000"
Addressbook,Addressbook11,student_27,PO-No,A-Addressbook,second-day,phd,"505,000","0,000","0,000","12,000","60,000","4926,000","1,368","505,000","505,000","505,000"
Addressbook,Addressbook11,student_28,PO-No,A-Addressbook,second-day,phd,"617,000","0,000","0,000","20,000","100,000","10966,000","3,046","617,000","617,000","617,000"
Addressbook,Addressbook11,student_31,PO-No,A-Addressbook,second-day,phd,"0,000","48,000","0,000","12,000","60,000","6041,000","1,678","0,000","0,000","0,000"
Addressbook,Addressbook11,student_33,PO-No,A-Addressbook,second-day,phd,"140,000","30,000","0,000","18,000","90,000","10641,000","2,956","140,000","140,000","140,000"
Addressbook,Addressbook11,student_35,PO-No,A-Addressbook,second-day,phd,"281,000","0,000","0,000","17,000","85,000","8069,000","2,241","281,000","281,000","281,000"
Addressbook,Addressbook11,student_2,PO-Yes,B-AddressbookPO,second-day,msc-x,"0,000","12,000","4201,000","5,000","25,000","6251,000","1,736","0,000","0,000","0,000"
Addressbook,Addressbook11,student_3,PO-Yes,B-AddressbookPO,second-day,msc-x,"0,000","0,000","3636,000","9,000","45,000","6265,000","1,740","0,000","0,000","0,000"
Addressbook,Addressbook11,student_6,PO-Yes,D-AddressbookPO,first-day,msc-x,"0,000","10,000","2933,000","10,000","50,000","6454,000","1,793","0,000","0,000","0,000"
Addressbook,Addressbook11,student_12,PO-Yes,D-AddressbookPO,first-day,msc-y,"0,000","0,000","5238,000","4,000","20,000","7407,000","2,058","0,000","0,000","0,000"
Addressbook,Addressbook11,student_14,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","20,000","5651,000","4,000","20,000","6522,000","1,812","0,000","0,000","0,000"
Addressbook,Addressbook11,student_16,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","9,000","5868,000","4,000","20,000","7071,000","1,964","0,000","0,000","0,000"
Addressbook,Addressbook11,student_18,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","19,000","4286,000","15,000","75,000","9914,000","2,754","0,000","0,000","0,000"
Addressbook,Addressbook11,student_20,PO-Yes,B-AddressbookPO,second-day,phd,"0,000","54,000","5484,000","13,000","65,000","11406,000","3,168","0,000","0,000","0,000"
Addressbook,Addressbook11,student_21,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","68,000","4932,000","5,000","25,000","7652,000","2,126","0,000","0,000","0,000"
Addressbook,Addressbook11,student_24,PO-Yes,B-AddressbookPO,second-day,phd,"855,000","0,000","3754,000","20,000","100,000","10914,000","3,032","1042,700","873,770","855,019"
Addressbook,Addressbook11,student_25,PO-Yes,B-AddressbookPO,second-day,phd,"159,000","28,000","7650,000","19,000","95,000","11633,000","3,231","561,632","199,263","159,040"
Addressbook,Addressbook11,student_26,PO-Yes,B-AddressbookPO,second-day,phd,"408,000","34,000","8551,000","15,000","75,000","13810,000","3,836","978,067","465,007","408,057"
Addressbook,Addressbook11,student_29,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","12,000","4713,000","5,000","25,000","7473,000","2,076","0,000","0,000","0,000"
Addressbook,Addressbook11,student_30,PO-Yes,B-AddressbookPO,second-day,phd,"91,000","42,000","2904,000","20,000","100,000","8100,000","2,250","236,200","105,520","91,015"
Addressbook,Addressbook11,student_32,PO-Yes,D-AddressbookPO,first-day,phd,"376,000","30,000","7401,000","8,000","40,000","10965,000","3,046","1301,125","468,513","376,093"
Addressbook,Addressbook11,student_34,PO-Yes,B-AddressbookPO,second-day,phd,"37,000","42,000","5940,000","20,000","100,000","11389,000","3,164","334,000","66,700","37,030"
Addressbook,Addressbook12,student_0,PO-No,C-Addressbook,first-day,msc-x,"0,000","0,000","0,000","5,000","25,000","3611,000","1,003","0,000","0,000","0,000"
Addressbook,Addressbook12,student_1,PO-No,C-Addressbook,first-day,msc-x,"137,000","27,000","0,000","16,000","80,000","5410,000","1,503","137,000","137,000","137,000"
Addressbook,Addressbook12,student_4,PO-No,A-Addressbook,second-day,msc-x,"0,000","0,000","0,000","11,000","55,000","3348,000","0,930","0,000","0,000","0,000"
Addressbook,Addressbook12,student_5,PO-No,A-Addressbook,second-day,msc-x,"378,000","0,000","0,000","19,000","95,000","5350,000","1,486","378,000","378,000","378,000"
Addressbook,Addressbook12,student_7,PO-No,A-Addressbook,second-day,msc-x,"0,000","38,000","0,000","10,000","50,000","3835,000","1,065","0,000","0,000","0,000"
Addressbook,Addressbook12,student_8,PO-No,C-Addressbook,first-day,msc-x,"0,000","16,000","0,000","11,000","55,000","5048,000","1,402","0,000","0,000","0,000"
Addressbook,Addressbook12,student_9,PO-No,C-Addressbook,first-day,msc-y,"0,000","0,000","0,000","10,000","50,000","4522,000","1,256","0,000","0,000","0,000"
Addressbook,Addressbook12,student_10,PO-No,A-Addressbook,second-day,msc-y,"279,000","0,000","0,000","18,000","90,000","9098,000","2,527","279,000","279,000","279,000"
Addressbook,Addressbook12,student_11,PO-No,C-Addressbook,first-day,msc-y,"0,000","0,000","0,000","7,000","35,000","6537,000","1,816","0,000","0,000","0,000"
Addressbook,Addressbook12,student_13,PO-No,A-Addressbook,second-day,msc-y,"0,000","41,000","0,000","12,000","60,000","12749,000","3,541","0,000","0,000","0,000"
Addressbook,Addressbook12,student_15,PO-No,C-Addressbook,first-day,msc-y,"0,000","35,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000"
Addressbook,Addressbook12,student_17,PO-No,A-Addressbook,second-day,msc-y,"0,000","0,000","0,000","13,000","65,000","8930,000","2,481","0,000","0,000","0,000"
Addressbook,Addressbook12,student_19,PO-No,C-Addressbook,first-day,phd,"0,000","0,000","0,000","10,000","50,000","7770,000","2,158","0,000","0,000","0,000"
Addressbook,Addressbook12,student_22,PO-No,C-Addressbook,first-day,phd,"89,000","0,000","0,000","16,000","80,000","5417,000","1,505","89,000","89,000","89,000"
Addressbook,Addressbook12,student_23,PO-No,C-Addressbook,first-day,phd,"0,000","11,000","0,000","10,000","50,000","8221,000","2,284","0,000","0,000","0,000"
Addressbook,Addressbook12,student_27,PO-No,A-Addressbook,second-day,phd,"454,000","0,000","0,000","12,000","60,000","4926,000","1,368","454,000","454,000","454,000"
Addressbook,Addressbook12,student_28,PO-No,A-Addressbook,second-day,phd,"298,000","0,000","0,000","20,000","100,000","10966,000","3,046","298,000","298,000","298,000"
Addressbook,Addressbook12,student_31,PO-No,A-Addressbook,second-day,phd,"132,000","48,000","0,000","12,000","60,000","6041,000","1,678","132,000","132,000","132,000"
Addressbook,Addressbook12,student_33,PO-No,A-Addressbook,second-day,phd,"154,000","30,000","0,000","18,000","90,000","10641,000","2,956","154,000","154,000","154,000"
Addressbook,Addressbook12,student_35,PO-No,A-Addressbook,second-day,phd,"239,000","0,000","0,000","17,000","85,000","8069,000","2,241","239,000","239,000","239,000"
Addressbook,Addressbook12,student_2,PO-Yes,B-AddressbookPO,second-day,msc-x,"0,000","12,000","4201,000","5,000","25,000","6251,000","1,736","0,000","0,000","0,000"
Addressbook,Addressbook12,student_3,PO-Yes,B-AddressbookPO,second-day,msc-x,"0,000","0,000","3636,000","9,000","45,000","6265,000","1,740","0,000","0,000","0,000"
Addressbook,Addressbook12,student_6,PO-Yes,D-AddressbookPO,first-day,msc-x,"0,000","10,000","2933,000","10,000","50,000","6454,000","1,793","0,000","0,000","0,000"
Addressbook,Addressbook12,student_12,PO-Yes,D-AddressbookPO,first-day,msc-y,"0,000","0,000","5238,000","4,000","20,000","7407,000","2,058","0,000","0,000","0,000"
Addressbook,Addressbook12,student_14,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","20,000","5651,000","4,000","20,000","6522,000","1,812","0,000","0,000","0,000"
Addressbook,Addressbook12,student_16,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","9,000","5868,000","4,000","20,000","7071,000","1,964","0,000","0,000","0,000"
Addressbook,Addressbook12,student_18,PO-Yes,B-AddressbookPO,second-day,msc-y,"136,000","19,000","4286,000","15,000","75,000","9914,000","2,754","421,733","164,573","136,029"
Addressbook,Addressbook12,student_20,PO-Yes,B-AddressbookPO,second-day,phd,"0,000","54,000","5484,000","13,000","65,000","11406,000","3,168","0,000","0,000","0,000"
Addressbook,Addressbook12,student_21,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","68,000","4932,000","5,000","25,000","7652,000","2,126","0,000","0,000","0,000"
Addressbook,Addressbook12,student_24,PO-Yes,B-AddressbookPO,second-day,phd,"136,000","0,000","3754,000","20,000","100,000","10914,000","3,032","323,700","154,770","136,019"
Addressbook,Addressbook12,student_25,PO-Yes,B-AddressbookPO,second-day,phd,"61,000","28,000","7650,000","19,000","95,000","11633,000","3,231","463,632","101,263","61,040"
Addressbook,Addressbook12,student_26,PO-Yes,B-AddressbookPO,second-day,phd,"176,000","34,000","8551,000","15,000","75,000","13810,000","3,836","746,067","233,007","176,057"
Addressbook,Addressbook12,student_29,PO-Yes,D-AddressbookPO,first-day,phd,"0,000","12,000","4713,000","5,000","25,000","7473,000","2,076","0,000","0,000","0,000"
Addressbook,Addressbook12,student_30,PO-Yes,B-AddressbookPO,second-day,phd,"109,000","42,000","2904,000","20,000","100,000","8100,000","2,250","254,200","123,520","109,015"
Addressbook,Addressbook12,student_32,PO-Yes,D-AddressbookPO,first-day,phd,"160,000","30,000","7401,000","8,000","40,000","10965,000","3,046","1085,125","252,513","160,093"
Addressbook,Addressbook12,student_34,PO-Yes,B-AddressbookPO,second-day,phd,"116,000","42,000","5940,000","20,000","100,000","11389,000","3,164","413,000","145,700","116,030"
Addressbook,Addressbook13,student_0,PO-No,C-Addressbook,first-day,msc-x,"0,000","0,000","0,000","5,000","25,000","3611,000","1,003","0,000","0,000","0,000"
Addressbook,Addressbook13,student_1,PO-No,C-Addressbook,first-day,msc-x,"496,000","27,000","0,000","16,000","80,000","5410,000","1,503","496,000","496,000","496,000"
Addressbook,Addressbook13,student_4,PO-No,A-Addressbook,second-day,msc-x,"0,000","0,000","0,000","11,000","55,000","3348,000","0,930","0,000","0,000","0,000"
Addressbook,Addressbook13,student_5,PO-No,A-Addressbook,second-day,msc-x,"116,000","0,000","0,000","19,000","95,000","5350,000","1,486","116,000","116,000","116,000"
Addressbook,Addressbook13,student_7,PO-No,A-Addressbook,second-day,msc-x,"0,000","38,000","0,000","10,000","50,000","3835,000","1,065","0,000","0,000","0,000"
Addressbook,Addressbook13,student_8,PO-No,C-Addressbook,first-day,msc-x,"789,000","16,000","0,000","11,000","55,000","5048,000","1,402","789,000","789,000","789,000"
Addressbook,Addressbook13,student_9,PO-No,C-Addressbook,first-day,msc-y,"0,000","34,000","0,000","10,000","50,000","4522,000","1,256","0,000","0,000","0,000"
Addressbook,Addressbook13,student_10,PO-No,A-Addressbook,second-day,msc-y,"473,000","0,000","0,000","18,000","90,000","9098,000","2,527","473,000","473,000","473,000"
Addressbook,Addressbook13,student_11,PO-No,C-Addressbook,first-day,msc-y,"0,000","27,000","0,000","7,000","35,000","6537,000","1,816","0,000","0,000","0,000"
Addressbook,Addressbook13,student_13,PO-No,A-Addressbook,second-day,msc-y,"1336,000","41,000","0,000","12,000","60,000","12749,000","3,541","1336,000","1336,000","1336,000"
Addressbook,Addressbook13,student_15,PO-No,C-Addressbook,first-day,msc-y,"0,000","35,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000"
Addressbook,Addressbook13,student_17,PO-No,A-Addressbook,second-day,msc-y,"330,000","0,000","0,000","13,000","65,000","8930,000","2,481","330,000","330,000","330,000"
Addressbook,Addressbook13,student_19,PO-No,C-Addressbook,first-day,phd,"0,000","0,000","0,000","10,000","50,000","7770,000","2,158","0,000","0,000","0,000"
Addressbook,Addressbook13,student_22,PO-No,C-Addressbook,first-day,phd,"0,000","48,000","0,000","16,000","80,000","5417,000","1,505","0,000","0,000","0,000"
Addressbook,Addressbook13,student_23,PO-No,C-Addressbook,first-day,phd,"0,000","12,000","0,000","10,000","50,000","8221,000","2,284","0,000","0,000","0,000"
Addressbook,Addressbook13,student_27,PO-No,A-Addressbook,second-day,phd,"0,000","0,000","0,000","12,000","60,000","4926,000","1,368","0,000","0,000","0,000"
Addressbook,Addressbook13,student_28,PO-No,A-Addressbook,second-day,phd,"955,000","0,000","0,000","20,000","100,000","10966,000","3,046","955,000","955,000","955,000"
Addressbook,Addressbook13,student_31,PO-No,A-Addressbook,second-day,phd,"141,000","48,000","0,000","12,000","60,000","6041,000","1,678","141,000","141,000","141,000"
Addressbook,Addressbook13,student_33,PO-No,A-Addressbook,second-day,phd,"932,000","30,000","0,000","18,000","90,000","10641,000","2,956","932,000","932,000","932,000"
Addressbook,Addressbook13,student_35,PO-No,A-Addressbook,second-day,phd,"0,000","0,000","0,000","17,000","85,000","8069,000","2,241","0,000","0,000","0,000"
Addressbook,Addressbook13,student_2,PO-Yes,B-AddressbookPO,second-day,msc-x,"0,000","12,000","4201,000","5,000","25,000","6251,000","1,736","0,000","0,000","0,000"
Addressbook,Addressbook13,student_3,PO-Yes,B-AddressbookPO,second-day,msc-x,"0,000","0,000","3636,000","9,000","45,000","6265,000","1,740","0,000","0,000","0,000"
Addressbook,Addressbook13,student_6,PO-Yes,D-AddressbookPO,first-day,msc-x,"0,000","10,000","2933,000","10,000","50,000","6454,000","1,793","0,000","0,000","0,000"
Addressbook,Addressbook13,student_12,PO-Yes,D-AddressbookPO,first-day,msc-y,"0,000","0,000","5238,000","4,000","20,000","7407,000","2,058","0,000","0,000","0,000"
Addressbook,Addressbook13,student_14,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","20,000","5651,000","4,000","20,000","6522,000","1,812","0,000","0,000","0,000"
Addressbook,Addressbook13,student_16,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","9,000","5868,000","4,000","20,000","7071,000","1,964","0,000","0,000","0,000"
Addressbook,Addressbook13,student_18,PO-Yes,B-AddressbookPO,second-day,msc-y,"0,000","19,000","4286,000","15,000","75,000","9914,000","2,754","0,000","0,000","0,000"
